,beds,baths,size,zip_code,price
1173,4,4.5,3610.0,98112,27.700831024930746
1174,3,3.5,1800.0,98103,55.55555555555556
1175,3,1.0,2130.0,98117,46.948356807511736
1176,2,2.0,1367.0,98121,73.1528895391368
1177,3,2.5,1730.0,98125,57.80346820809248
1178,4,3.5,4194.0,98112,23.843586075345733
1179,9,9.0,3780.0,98119,26.455026455026456
1180,2,2.0,1778.0,98112,56.2429696287964
1181,3,3.0,1410.0,98107,70.92198581560284
1182,2,2.0,1088.0,98133,91.91176470588235
1183,4,1.0,1340.0,98117,74.6268656716418
1184,5,1.0,2380.0,98136,42.016806722689076
1185,3,4.5,2140.0,98109,46.728971962616825
1186,3,2.0,2080.0,98178,48.07692307692308
1187,2,1.0,1410.0,98118,70.92198581560284
1188,1,1.0,571.0,98121,175.13134851138355
1189,4,2.5,2340.0,98106,42.73504273504273
1190,5,4.5,5210.0,98122,19.193857965451055
1191,1,1.0,733.0,98121,136.4256480218281
1192,2,1.5,1060.0,98118,94.33962264150944
1193,2,2.5,996.0,98122,100.40160642570281
1194,4,2.0,1850.0,98105,54.054054054054056
1195,1,1.0,690.0,98117,144.92753623188406
1196,4,2.0,2260.0,98107,44.24778761061947
1197,4,3.5,3190.0,98107,31.34796238244514
1198,3,2.5,1846.0,98199,54.17118093174431
1199,3,2.0,1700.0,98118,58.8235294117647
1200,4,2.0,2240.0,98126,44.642857142857146
1201,4,2.0,1660.0,98103,60.24096385542169
1202,2,3.0,1780.0,98133,56.17977528089887
1203,4,3.5,2270.0,98146,44.052863436123346
1204,1,1.0,603.0,98121,165.8374792703151
1205,3,3.5,2024.0,98107,49.40711462450593
1206,2,2.5,1103.0,98107,90.66183136899366
1207,3,1.0,1460.0,98115,68.4931506849315
1208,6,7.0,4260.0,98119,23.474178403755868
1209,3,2.5,1660.0,98122,60.24096385542169
1210,3,1.5,1350.0,98107,74.07407407407408
1211,4,3.0,2949.0,98103,33.9097999321804
1212,3,2.5,1718.0,98117,58.20721769499418
1213,2,1.0,1370.0,98119,72.99270072992701
1214,4,2.5,1822.0,98199,54.88474204171241
1215,2,1.0,800.0,98103,125.0
1216,1,1.0,718.0,98119,139.27576601671308
1217,2,2.0,909.0,98103,110.01100110011001
1218,2,1.0,903.0,98146,110.74197120708749
1219,2,2.0,1297.0,98109,77.10100231303007
1220,3,2.0,2140.0,98133,46.728971962616825
1221,4,5.0,2970.0,98125,33.67003367003367
1222,2,2.0,900.0,98122,111.11111111111111
1223,2,2.0,2600.0,98122,38.46153846153846
1224,2,1.0,1180.0,98106,84.7457627118644
1225,1,1.0,564.0,98103,177.3049645390071
1226,4,2.0,1700.0,98125,58.8235294117647
1227,3,3.0,1524.0,98122,65.61679790026247
1228,3,3.0,1410.0,98103,70.92198581560284
1229,1,1.0,831.0,98136,120.33694344163658
1230,5,3.0,3060.0,98118,32.6797385620915
1231,2,2.0,1213.0,98117,82.44023083264634
1232,4,2.0,2352.0,98107,42.51700680272109
1233,1,1.0,534.0,98178,187.26591760299627
1234,2,1.0,724.0,98102,138.12154696132598
1235,4,3.5,2304.0,98103,43.40277777777778
1236,3,1.0,1450.0,98115,68.96551724137932
1237,2,1.0,980.0,98168,102.04081632653062
1238,2,1.5,1550.0,98112,64.51612903225806
1239,1,1.0,704.0,98144,142.04545454545453
1240,1,1.5,1425.0,98102,70.17543859649123
1241,1,1.0,794.0,98101,125.94458438287154
1242,5,3.5,4060.0,98116,24.63054187192118
1243,2,2.0,979.0,98199,102.14504596527068
1244,4,2.0,1830.0,98136,54.6448087431694
1245,2,1.0,1260.0,98133,79.36507936507937
1246,2,1.0,1027.0,98115,97.37098344693281
1247,5,2.0,3210.0,98115,31.152647975077883
1248,2,1.0,968.0,98115,103.30578512396694
1249,3,2.0,1049.0,98112,95.32888465204957
1250,2,1.5,1054.0,98109,94.87666034155598
1251,2,2.0,1586.0,98101,63.05170239596469
1252,4,2.0,1760.0,98115,56.81818181818182
1253,2,1.0,860.0,98178,116.27906976744185
1254,4,2.5,1560.0,98144,64.1025641025641
1255,4,3.0,3110.0,98119,32.154340836012864
1256,3,2.0,1440.0,98115,69.44444444444444
1257,3,2.0,1500.0,98136,66.66666666666667
1258,3,1.5,2160.0,98117,46.2962962962963
1259,4,5.5,3100.0,98125,32.25806451612903
1260,1,1.0,522.0,98107,191.57088122605364
1261,3,2.0,1560.0,98117,64.1025641025641
1262,3,3.0,3400.0,98136,29.41176470588235
1263,2,2.0,1761.0,98115,56.78591709256104
1264,2,1.5,1076.0,98125,92.93680297397769
1265,2,2.0,1217.0,98199,82.16926869350863
1266,3,3.5,1450.0,98126,68.96551724137932
1267,2,1.0,1000.0,98112,100.0
1268,2,2.5,1124.0,98115,88.96797153024912
1269,4,3.5,3070.0,98144,32.57328990228013
1270,1,1.0,480.0,98109,208.33333333333334
1271,3,2.0,1860.0,98105,53.763440860215056
1272,2,1.0,740.0,98126,135.13513513513513
1273,3,2.0,1440.0,98133,69.44444444444444
1274,1,1.0,758.0,98103,131.92612137203167
1275,3,1.0,1340.0,98117,74.6268656716418
1276,3,3.0,1700.0,98136,58.8235294117647
1277,4,3.5,2950.0,98105,33.898305084745765
1278,1,1.0,616.0,98102,162.33766233766235
1279,3,2.5,4240.0,98116,23.58490566037736
1280,4,3.5,3495.0,98144,28.61230329041488
1281,3,3.0,2560.0,98112,39.0625
1282,3,3.0,2040.0,98117,49.01960784313726
1283,3,1.0,890.0,98126,112.35955056179775
1284,3,1.5,1730.0,98115,57.80346820809248
1285,1,1.0,816.0,98109,122.54901960784314
1286,4,2.0,2400.0,98177,41.666666666666664
1287,3,2.5,1270.0,98144,78.74015748031496
1288,4,3.0,1830.0,98107,54.6448087431694
1289,3,2.5,2470.0,98126,40.48582995951417
1290,4,4.0,2300.0,98115,43.47826086956522
1291,4,2.5,1600.0,98105,62.5
1292,1,1.0,510.0,98104,196.07843137254903
1293,2,2.0,1387.0,98116,72.09805335255948
1294,3,2.5,2230.0,98178,44.84304932735426
1295,1,1.0,956.0,98104,104.60251046025104
1296,3,3.0,1872.0,98107,53.41880341880342
1297,4,5.0,2030.0,98106,49.26108374384236
1298,4,2.0,1980.0,98136,50.505050505050505
1299,3,3.0,1180.0,98116,84.7457627118644
1300,4,2.5,2630.0,98122,38.02281368821293
1301,4,2.0,2010.0,98115,49.75124378109453
1302,4,3.5,3487.0,98136,28.677946659019213
1303,4,2.0,2570.0,98112,38.91050583657587
1304,2,2.0,1440.0,98168,69.44444444444444
1305,2,2.0,1131.0,98103,88.41732979664015
1306,2,1.0,1440.0,98133,69.44444444444444
1307,3,3.5,2010.0,98117,49.75124378109453
1308,2,3.0,1073.0,98133,93.19664492078286
1309,4,3.5,3300.0,98125,30.303030303030305
1310,4,2.0,3040.0,98199,32.89473684210526
1311,4,2.5,2500.0,98146,40.0
1312,4,1.0,1810.0,98126,55.248618784530386
1313,2,2.0,1878.0,98119,53.24813631522897
1314,3,2.0,1411.0,98104,70.87172218284904
1315,3,1.0,3960.0,98118,25.252525252525253
1316,3,1.0,1000.0,98136,100.0
1317,5,2.0,2300.0,98105,43.47826086956522
1318,2,2.5,890.0,98146,112.35955056179775
1319,5,3.0,2820.0,98117,35.46099290780142
1320,3,1.0,1620.0,98118,61.72839506172839
1321,3,2.0,1470.0,98136,68.02721088435374
1322,2,2.5,1088.0,98133,91.91176470588235
1323,5,2.0,2160.0,98106,46.2962962962963
1324,3,3.5,3105.0,98112,32.2061191626409
1325,2,2.0,1200.0,98122,83.33333333333333
1326,2,2.0,1240.0,98117,80.64516129032258
1327,3,2.5,1550.0,98122,64.51612903225806
1328,7,4.0,2300.0,98122,43.47826086956522
1329,4,3.0,2466.0,98115,40.55150040551501
1330,2,2.0,1817.0,98102,55.0357732526142
1331,4,3.0,1500.0,98122,66.66666666666667
1332,4,2.0,2380.0,98144,42.016806722689076
1333,2,2.0,1524.0,98108,65.61679790026247
1334,3,2.5,1370.0,98117,72.99270072992701
1335,3,2.0,1449.0,98107,69.01311249137336
1336,2,2.0,1140.0,98103,87.71929824561404
1337,3,2.5,1010.0,98118,99.00990099009901
1338,9,5.0,3014.0,98178,33.178500331785
1339,3,3.5,1450.0,98118,68.96551724137932
1340,2,2.0,1248.0,98122,80.12820512820512
1341,4,2.0,2600.0,98117,38.46153846153846
1342,3,2.0,1328.0,98103,75.3012048192771
1343,1,1.0,614.0,98109,162.86644951140065
1344,4,3.0,2481.0,98115,40.30632809351068
1345,4,1.0,1420.0,98178,70.4225352112676
1346,4,3.0,2040.0,98117,49.01960784313726
1347,3,3.0,1390.0,98126,71.94244604316546
1348,2,3.0,920.0,98107,108.69565217391305
1349,4,3.5,1835.0,98103,54.49591280653951
1350,4,2.0,1840.0,98103,54.34782608695652
1351,3,2.5,3020.0,98177,33.11258278145695
1352,3,2.0,2520.0,98115,39.682539682539684
1353,4,5.0,2240.0,98108,44.642857142857146
1354,3,3.5,1644.0,98112,60.82725060827251
1355,3,2.5,1880.0,98106,53.191489361702125
1356,2,2.0,995.0,98144,100.50251256281408
1357,1,1.0,568.0,98104,176.05633802816902
1358,2,3.0,1226.0,98144,81.56606851549755
1359,2,1.0,730.0,98105,136.986301369863
1360,4,2.0,1500.0,98133,66.66666666666667
1361,3,2.0,2080.0,98108,48.07692307692308
1362,3,3.0,1425.0,98177,70.17543859649123
1363,4,2.5,3840.0,98177,26.041666666666668
1364,4,3.0,2074.0,98126,48.216007714561236
1365,5,3.0,3556.0,98115,28.1214848143982
1366,1,1.0,1100.0,98107,90.9090909090909
1367,2,1.0,730.0,98106,136.986301369863
1368,4,2.0,1170.0,98178,85.47008547008546
1369,4,3.0,2240.0,98118,44.642857142857146
1370,4,2.0,1750.0,98115,57.142857142857146
1371,2,2.0,1695.0,98126,58.99705014749262
1372,5,3.0,2480.0,98117,40.32258064516129
1373,4,2.5,1420.0,98103,70.4225352112676
1374,2,1.0,990.0,98133,101.01010101010101
1375,2,1.0,1520.0,98117,65.78947368421052
1376,5,2.0,2100.0,98108,47.61904761904762
1377,3,3.0,1740.0,98136,57.47126436781609
1378,2,2.0,1760.0,98108,56.81818181818182
1379,2,2.0,1021.0,98101,97.94319294809011
1380,4,3.5,3018.0,98103,33.13452617627568
1381,2,1.5,1024.0,98115,97.65625
1382,1,1.0,945.0,98109,105.82010582010582
1383,2,1.0,2380.0,98108,42.016806722689076
1384,5,5.0,3810.0,98177,26.246719160104988
1385,2,2.5,1048.0,98112,95.41984732824427
1386,3,1.5,1610.0,98122,62.11180124223603
1387,1,1.0,701.0,98115,142.65335235378032
1388,4,2.5,2213.0,98107,45.187528242205154
1389,2,2.0,1071.0,98119,93.37068160597572
1390,2,1.0,850.0,98107,117.6470588235294
1391,3,3.0,1280.0,98103,78.125
1392,3,1.0,980.0,98119,102.04081632653062
1393,4,3.5,3840.0,98118,26.041666666666668
1394,2,2.0,1006.0,98112,99.40357852882704
1395,4,2.0,1450.0,98109,68.96551724137932
1396,4,2.0,2140.0,98136,46.728971962616825
1397,4,3.0,2480.0,98103,40.32258064516129
1398,5,2.0,2420.0,98117,41.32231404958678
1399,3,4.5,1760.0,98109,56.81818181818182
1400,2,2.0,1170.0,98144,85.47008547008546
1401,3,2.0,1730.0,98125,57.80346820809248
1402,1,1.0,376.0,98199,265.9574468085106
1403,1,1.0,636.0,98102,157.23270440251574
1404,3,2.0,1940.0,98107,51.54639175257732
1405,4,2.5,3400.0,98112,29.41176470588235
1406,3,2.0,1360.0,98125,73.52941176470588
1407,2,2.0,875.0,98116,114.28571428571429
1408,6,2.0,2230.0,98118,44.84304932735426
1409,5,2.0,4190.0,98119,23.86634844868735
1410,3,2.5,2220.0,98117,45.04504504504504
1411,2,1.0,830.0,98117,120.48192771084338
1412,3,2.5,2090.0,98108,47.84688995215311
1413,3,1.0,1210.0,98119,82.64462809917356
1414,2,1.0,691.0,98102,144.7178002894356
1415,3,2.5,1820.0,98118,54.94505494505494
1416,4,2.5,3105.0,98115,32.2061191626409
1417,4,2.0,1680.0,98178,59.523809523809526
1418,3,2.0,2495.0,98105,40.08016032064128
1419,5,3.0,2450.0,98144,40.816326530612244
1420,4,2.0,2787.0,98122,35.88087549336204
1421,5,3.5,3310.0,98102,30.211480362537763
1422,2,2.0,1699.0,98109,58.85815185403178
1423,5,4.0,3180.0,98105,31.446540880503143
1424,5,2.5,3350.0,98126,29.850746268656717
1425,2,2.0,1365.0,98122,73.26007326007326
1426,3,3.0,1660.0,98117,60.24096385542169
1427,3,1.5,1880.0,98118,53.191489361702125
1428,1,1.0,580.0,98102,172.41379310344828
1429,3,2.0,1270.0,98146,78.74015748031496
1430,3,1.0,860.0,98125,116.27906976744185
1431,1,1.0,580.0,98122,172.41379310344828
1432,3,3.5,1840.0,98117,54.34782608695652
1433,1,1.0,615.0,98199,162.60162601626016
1434,5,3.0,2140.0,98125,46.728971962616825
1435,2,2.0,1437.0,98122,69.58942240779402
1436,2,1.5,1390.0,98107,71.94244604316546
1437,2,1.5,870.0,98115,114.94252873563218
1438,5,4.5,2840.0,98112,35.2112676056338
1439,3,2.0,2260.0,98107,44.24778761061947
1440,2,2.0,886.0,98116,112.86681715575621
1441,1,1.0,505.0,98102,198.01980198019803
1442,2,1.0,1048.0,98121,95.41984732824427
1443,4,2.0,1800.0,98117,55.55555555555556
1444,2,2.0,1390.0,98116,71.94244604316546
1445,3,2.5,2600.0,98136,38.46153846153846
1446,4,2.0,2640.0,98168,37.878787878787875
1447,2,1.5,1020.0,98102,98.03921568627452
1448,3,3.0,2630.0,98115,38.02281368821293
1449,4,3.5,2910.0,98144,34.36426116838488
1450,3,2.0,1580.0,98116,63.29113924050633
1451,2,1.0,885.0,98105,112.99435028248588
1452,3,2.0,2100.0,98116,47.61904761904762
1453,4,2.0,2010.0,98105,49.75124378109453
1454,4,2.0,1480.0,98126,67.56756756756756
1455,3,2.0,1560.0,98117,64.1025641025641
1456,1,1.0,889.0,98121,112.4859392575928
1457,1,1.0,664.0,98102,150.6024096385542
1458,2,2.0,804.0,98107,124.37810945273633
1459,4,2.0,2080.0,98105,48.07692307692308
1460,2,1.0,910.0,98117,109.89010989010988
1461,3,2.5,1620.0,98106,61.72839506172839
1462,3,3.5,1970.0,98105,50.76142131979695
1463,3,2.0,1720.0,98116,58.13953488372093
1464,4,2.0,1545.0,98103,64.72491909385113
1465,3,2.5,1710.0,98115,58.47953216374269
1466,1,2.0,1141.0,98122,87.64241893076249
1467,2,3.0,1276.0,98106,78.36990595611286
1468,2,1.5,1978.0,98118,50.55611729019211
1469,2,1.0,1060.0,98125,94.33962264150944
1470,5,3.5,3220.0,98103,31.055900621118013
1471,4,2.0,1170.0,98168,85.47008547008546
1472,3,2.0,1770.0,98118,56.49717514124294
1473,2,2.0,1420.0,98107,70.4225352112676
1474,4,2.5,2980.0,98125,33.557046979865774
1475,4,1.5,1630.0,98133,61.34969325153374
1476,1,1.0,743.0,98102,134.58950201884252
1477,2,1.0,680.0,98125,147.05882352941177
1478,2,1.0,900.0,98168,111.11111111111111
1479,1,1.0,635.0,98121,157.48031496062993
1480,5,3.5,3400.0,98109,29.41176470588235
1481,3,2.0,1300.0,98103,76.92307692307692
1482,2,2.0,1094.0,98122,91.40767824497257
1483,3,2.5,1763.0,98117,56.72149744753261
1484,2,1.0,940.0,98118,106.38297872340425
1485,3,2.5,1820.0,98103,54.94505494505494
1486,1,1.0,650.0,98121,153.84615384615384
1487,2,2.0,1200.0,98122,83.33333333333333
1488,3,2.0,1939.0,98109,51.57297576070139
1489,4,2.0,1780.0,98117,56.17977528089887
1490,3,2.0,2370.0,98119,42.19409282700422
1491,2,2.5,1411.0,98117,70.87172218284904
1492,2,1.0,512.0,98103,195.3125
1493,4,2.5,2360.0,98199,42.3728813559322
1494,3,2.0,2630.0,98117,38.02281368821293
1495,5,3.0,2700.0,98119,37.03703703703704
1496,1,1.0,605.0,98103,165.28925619834712
1497,2,1.0,767.0,98136,130.3780964797914
1498,2,1.0,1015.0,98102,98.52216748768473
1499,2,2.0,1245.0,98168,80.32128514056225
1500,1,1.0,513.0,98121,194.9317738791423
1501,1,1.0,780.0,98106,128.2051282051282
1502,4,3.0,2050.0,98136,48.78048780487805
1503,2,2.0,1060.0,98117,94.33962264150944
1504,2,2.0,950.0,98117,105.26315789473684
1505,3,1.5,1870.0,98168,53.475935828877006
1506,3,2.5,1060.0,98117,94.33962264150944
1507,3,2.5,1860.0,98103,53.763440860215056
1508,3,1.5,1420.0,98117,70.4225352112676
1509,3,1.0,1390.0,98144,71.94244604316546
1510,3,2.0,1096.0,98117,91.24087591240875
1511,3,1.0,1100.0,98106,90.9090909090909
1512,3,1.0,1010.0,98178,99.00990099009901
1513,3,3.5,1730.0,98117,57.80346820809248
1514,2,1.5,1480.0,98118,67.56756756756756
1515,3,2.0,1890.0,98106,52.91005291005291
1516,4,2.0,2500.0,98144,40.0
1517,4,3.5,2840.0,98108,35.2112676056338
1518,3,2.0,1608.0,98103,62.18905472636816
1519,2,2.5,1701.0,98112,58.78894767783657
1520,1,1.0,376.0,98199,265.9574468085106
1521,1,2.0,1250.0,98116,80.0
1522,3,2.5,1790.0,98117,55.865921787709496
1523,4,2.0,1670.0,98106,59.880239520958085
1524,3,2.0,1640.0,98136,60.97560975609756
1525,4,4.5,3228.0,98119,30.97893432465923
1526,4,2.0,1720.0,98118,58.13953488372093
1527,4,2.0,2060.0,98168,48.54368932038835
1528,3,2.0,1840.0,98115,54.34782608695652
1529,4,3.5,3180.0,98122,31.446540880503143
1530,3,3.0,1760.0,98125,56.81818181818182
1531,2,1.0,1350.0,98115,74.07407407407408
1532,2,2.0,1403.0,98125,71.27583749109051
1533,3,2.0,1740.0,98199,57.47126436781609
1534,3,2.0,1490.0,98107,67.11409395973155
1535,3,3.0,2380.0,98199,42.016806722689076
1536,1,1.0,815.0,98121,122.69938650306749
1537,4,3.5,2900.0,98125,34.48275862068966
1538,5,3.0,2370.0,98118,42.19409282700422
1539,4,1.0,2470.0,98178,40.48582995951417
1540,4,1.0,1740.0,98119,57.47126436781609
1541,1,1.0,690.0,98133,144.92753623188406
1542,5,3.5,2610.0,98118,38.31417624521073
1543,4,3.5,2015.0,98116,49.62779156327544
1544,5,3.5,3880.0,98112,25.77319587628866
1545,4,2.0,2280.0,98168,43.85964912280702
1546,4,3.0,2570.0,98105,38.91050583657587
1547,5,2.0,2740.0,98103,36.496350364963504
1548,2,2.0,1469.0,98115,68.07351940095303
1549,3,2.5,2860.0,98126,34.96503496503497
1550,2,2.0,1479.0,98116,67.6132521974307
1551,5,4.5,3370.0,98117,29.673590504451038
1552,3,1.0,1300.0,98109,76.92307692307692
1553,2,1.0,780.0,98118,128.2051282051282
1554,5,6.0,6990.0,98103,14.30615164520744
1555,2,2.5,867.0,98115,115.34025374855824
1556,2,2.0,1217.0,98199,82.16926869350863
1557,3,2.5,2120.0,98122,47.16981132075472
1558,2,2.0,1042.0,98101,95.96928982725528
1559,2,2.0,1163.0,98117,85.98452278589853
1560,3,3.5,1580.0,98144,63.29113924050633
1561,3,2.0,1740.0,98115,57.47126436781609
1562,4,3.0,1810.0,98116,55.248618784530386
1563,1,1.0,1186.0,98109,84.31703204047217
1564,3,1.0,1177.0,98126,84.96176720475786
1565,2,1.5,770.0,98116,129.87012987012986
1566,4,2.0,1870.0,98199,53.475935828877006
1567,1,1.0,696.0,98115,143.67816091954023
1568,3,2.5,1380.0,98126,72.46376811594203
1569,2,1.0,1650.0,98106,60.60606060606061
1570,3,2.0,1640.0,98106,60.97560975609756
1571,3,3.5,1360.0,98103,73.52941176470588
1572,3,1.0,970.0,98177,103.09278350515464
1573,1,1.0,490.0,98104,204.08163265306123
1574,5,2.0,2180.0,98122,45.87155963302752
1575,4,3.5,2970.0,98103,33.67003367003367
1576,4,2.0,2340.0,98103,42.73504273504273
1577,3,3.0,1420.0,98115,70.4225352112676
1578,3,2.5,1520.0,98108,65.78947368421052
1579,2,2.0,1242.0,98122,80.51529790660226
1580,4,3.0,3410.0,98144,29.325513196480937
1581,4,1.0,1150.0,98118,86.95652173913044
1582,1,1.0,691.0,98115,144.7178002894356
1583,3,2.0,1170.0,98144,85.47008547008546
1584,3,2.0,1360.0,98125,73.52941176470588
1585,2,2.0,1200.0,98125,83.33333333333333
1586,4,2.0,2680.0,98177,37.3134328358209
1587,2,1.0,670.0,98126,149.2537313432836
1588,1,1.0,545.0,98122,183.4862385321101
1589,3,3.5,1240.0,98116,80.64516129032258
1590,1,1.0,700.0,98109,142.85714285714286
1591,4,3.0,2940.0,98126,34.01360544217687
1592,2,2.0,1187.0,98115,84.24599831508003
1593,4,2.0,1488.0,98115,67.20430107526882
1594,3,1.0,970.0,98146,103.09278350515464
1595,3,2.5,1681.0,98126,59.4883997620464
1596,2,2.0,1144.0,98107,87.41258741258741
1597,4,3.5,2860.0,98199,34.96503496503497
1598,1,1.0,773.0,98102,129.36610608020698
1599,3,2.5,3100.0,98112,32.25806451612903
1600,4,3.5,2400.0,98103,41.666666666666664
1601,3,2.5,2920.0,98133,34.24657534246575
1602,2,1.0,876.0,98116,114.15525114155251
1603,5,3.0,3450.0,98109,28.985507246376812
1604,3,2.5,1330.0,98107,75.18796992481202
1605,4,3.5,2440.0,98125,40.98360655737705
1606,3,3.5,1580.0,98144,63.29113924050633
1607,3,2.0,2299.0,98199,43.49717268377555
1608,1,1.0,594.0,98103,168.35016835016836
1609,1,1.0,475.0,98121,210.52631578947367
1610,5,3.0,2360.0,98103,42.3728813559322
1611,4,3.0,1780.0,98117,56.17977528089887
1612,3,2.0,2250.0,98105,44.44444444444444
1613,2,2.0,1073.0,98133,93.19664492078286
1614,5,3.0,1900.0,98118,52.63157894736842
1615,5,2.5,3090.0,98105,32.362459546925564
1616,5,6.5,6240.0,98115,16.025641025641026
1617,1,1.0,573.0,98121,174.52006980802793
1618,2,1.0,770.0,98115,129.87012987012986
1619,1,1.0,820.0,98121,121.95121951219512
1620,3,2.0,1622.0,98125,61.652281134401974
1621,2,1.0,1210.0,98144,82.64462809917356
1622,3,1.5,1240.0,98117,80.64516129032258
1623,3,3.0,2080.0,98108,48.07692307692308
1624,2,2.0,875.0,98116,114.28571428571429
1625,1,1.0,597.0,98109,167.50418760469012
1626,2,2.0,1370.0,98168,72.99270072992701
1627,4,2.0,2425.0,98105,41.23711340206186
1628,4,2.5,1760.0,98144,56.81818181818182
1629,2,2.5,994.0,98136,100.6036217303823
1630,1,1.0,515.0,98109,194.1747572815534
1631,3,3.5,1660.0,98144,60.24096385542169
1632,4,2.0,1730.0,98126,57.80346820809248
1633,5,3.0,1790.0,98125,55.865921787709496
1634,1,1.0,715.0,98109,139.86013986013987
1635,2,2.0,1470.0,98126,68.02721088435374
1636,3,2.0,2440.0,98103,40.98360655737705
1637,4,2.0,2880.0,98103,34.72222222222222
1638,3,2.0,1678.0,98103,59.594755661501786
1639,3,2.0,1400.0,98117,71.42857142857143
1640,6,4.5,5200.0,98144,19.23076923076923
1641,1,1.0,806.0,98102,124.06947890818859
1642,4,3.0,2311.0,98115,43.271311120726956
1643,3,1.5,1060.0,98178,94.33962264150944
1644,2,1.0,1150.0,98118,86.95652173913044
1645,5,3.0,2580.0,98109,38.75968992248062
1646,4,3.5,3240.0,98105,30.864197530864196
1647,5,3.5,3710.0,98199,26.954177897574123
1648,4,3.5,1632.0,98136,61.27450980392157
1649,6,7.0,4641.0,98112,21.547080370609784
1650,3,3.5,1846.0,98107,54.17118093174431
1651,2,2.0,1353.0,98115,73.90983000739098
1652,3,2.0,1240.0,98117,80.64516129032258
1653,2,1.0,1760.0,98126,56.81818181818182
1654,2,3.0,1290.0,98199,77.51937984496124
1655,1,1.5,1285.0,98121,77.82101167315174
1656,4,2.5,3707.0,98177,26.975991367682763
1657,3,2.0,1120.0,98106,89.28571428571429
1658,6,5.0,3300.0,98105,30.303030303030305
1659,3,2.0,2160.0,98115,46.2962962962963
1660,2,1.0,1440.0,98146,69.44444444444444
1661,5,2.0,2567.0,98144,38.955979742890534
1662,3,2.0,1960.0,98103,51.02040816326531
1663,3,3.5,1657.0,98144,60.350030175015085
1664,5,3.0,2610.0,98109,38.31417624521073
1665,2,2.0,1213.0,98116,82.44023083264634
1666,1,1.0,777.0,98146,128.7001287001287
1667,3,3.5,1590.0,98144,62.893081761006286
1668,2,2.0,1893.0,98115,52.826201796090864
1669,3,1.5,1570.0,98117,63.69426751592356
1670,4,3.0,2440.0,98199,40.98360655737705
1671,4,4.0,3463.0,98112,28.87669650591972
1672,2,4.5,1840.0,98103,54.34782608695652
1673,2,2.0,1554.0,98115,64.35006435006434
1674,1,1.0,567.0,98144,176.3668430335097
1675,1,1.0,665.0,98109,150.37593984962405
1676,2,1.0,950.0,98144,105.26315789473684
1677,2,2.0,1371.0,98116,72.93946024799416
1678,3,2.0,2040.0,98144,49.01960784313726
1679,4,2.5,2780.0,98136,35.97122302158273
1680,5,3.5,3410.0,98115,29.325513196480937
1681,2,1.5,2280.0,98144,43.85964912280702
1682,3,2.0,2100.0,98168,47.61904761904762
1683,2,2.0,1101.0,98115,90.82652134423252
1684,4,3.5,1964.0,98115,50.91649694501018
1685,3,1.5,1030.0,98125,97.0873786407767
1686,2,2.0,1042.0,98144,95.96928982725528
1687,3,3.5,1740.0,98103,57.47126436781609
1688,1,2.0,1302.0,98121,76.80491551459293
1689,2,2.0,905.0,98121,110.49723756906077
1690,1,1.0,460.0,98108,217.3913043478261
1691,3,2.0,1540.0,98122,64.93506493506493
1692,1,1.0,656.0,98109,152.4390243902439
1693,5,2.0,2800.0,98103,35.714285714285715
1694,3,3.5,2480.0,98122,40.32258064516129
1695,5,3.0,2170.0,98168,46.08294930875576
1696,5,4.0,2447.0,98117,40.86636697997548
1697,3,2.0,2164.0,98117,46.21072088724584
1698,2,1.0,740.0,98126,135.13513513513513
1699,3,2.5,2080.0,98116,48.07692307692308
1700,2,1.0,1800.0,98105,55.55555555555556
1701,2,2.0,1180.0,98106,84.7457627118644
1702,3,2.0,2020.0,98117,49.504950495049506
1703,3,3.5,1150.0,98103,86.95652173913044
1704,3,2.0,1220.0,98107,81.9672131147541
1705,2,1.0,810.0,98146,123.45679012345678
1706,1,1.0,696.0,98119,143.67816091954023
1707,3,3.5,2030.0,98122,49.26108374384236
1708,5,3.5,3930.0,98133,25.44529262086514
1709,5,2.0,2920.0,98117,34.24657534246575
1710,4,2.0,1460.0,98116,68.4931506849315
1711,4,1.5,2770.0,98119,36.101083032490976
1712,2,2.0,1523.0,98121,65.65988181221273
1713,3,3.5,1690.0,98103,59.171597633136095
1714,3,1.0,1170.0,98133,85.47008547008546
1715,4,2.0,2370.0,98125,42.19409282700422
1716,1,1.0,712.0,98121,140.4494382022472
1717,2,1.0,976.0,98106,102.45901639344262
1718,2,2.0,1042.0,98102,95.96928982725528
1719,2,2.0,1040.0,98102,96.15384615384616
1720,1,1.0,722.0,98112,138.50415512465375
1721,2,2.0,1367.0,98121,73.1528895391368
1722,1,1.0,733.0,98102,136.4256480218281
1723,2,1.0,970.0,98116,103.09278350515464
1724,3,2.0,1711.0,98125,58.445353594389246
1725,2,1.0,860.0,98125,116.27906976744185
1726,1,1.0,712.0,98109,140.4494382022472
1727,1,1.0,704.0,98144,142.04545454545453
1728,3,2.5,1790.0,98106,55.865921787709496
1729,3,2.0,2140.0,98115,46.728971962616825
1730,4,3.0,2040.0,98103,49.01960784313726
1731,3,2.0,1894.0,98144,52.79831045406547
1732,4,2.5,2750.0,98112,36.36363636363637
1733,4,3.5,2900.0,98107,34.48275862068966
1734,2,1.0,670.0,98106,149.2537313432836
1735,4,2.5,2190.0,98136,45.662100456621005
1736,4,1.5,1810.0,98133,55.248618784530386
1737,3,3.0,1440.0,98144,69.44444444444444
